store_id,name,address,city,latitude,longitude,phone,working_hours
0067,"ул. Ленина, д. 132","ул. Ленина, д. 132",,,,,
2740,"ул. Ленина, д. 132","ул. Ленина, д. 132",,,,,
0025,"ул. Песчаная, д. 40/1","ул. Песчаная, д. 40/1",,,,,
2815,"пр. Московский, д. 12","пр. Московский, д. 12",,,,,
0204,"пр. Московский, д. 12","пр. Московский, д. 12",,,,,
0218,"ул. Советская, д. 25","ул. Советская, д. 25",,,,,
0031,"ул. Николая Островского, д. 146А","ул. Николая Островского, д. 146А",,,,,
2750,"ул. Николая Островского, д. 146, лит. А","ул. Николая Островского, д. 146, лит. А",,,,,
0194,"ул. Яблочкова, д. 2В","ул. Яблочкова, д. 2В",,,,,
2701,"мкр. Юго-Восточный, д. 65","мкр. Юго-Восточный, д. 65",,,,,
0237,"мкр-н Юго-Восточный, д. 65","мкр-н Юго-Восточный, д. 65",,,,,
0151,"г. Балаково, ул. Комарова, д. 117","г. Балаково, ул. Комарова, д. 117",,,,,
0083,"ул. Власихинская, д. 67","ул. Власихинская, д. 67",,,,,
2636,"ул. Власихинская, д. 67","ул. Власихинская, д. 67",,,,,
0097,"пр. Ленина, д. 102В","пр. Ленина, д. 102В",,,,,
0854,"ул. Мало-Олонская, д. 28","ул. Мало-Олонская, д. 28",,,,,
0075,"Павловский тракт, д. 156","Павловский тракт, д. 156",,,,,
2534,"ул. Павловский тракт, д. 156","ул. Павловский тракт, д. 156",,,,,
0843,"ул. Попова, д. 86","ул. Попова, д. 86",,,,,
0844,"ул. Северо-Западная, д. 155","ул. Северо-Западная, д. 155",,,,,
0846,"ул. Сергея Семенова, д. 9","ул. Сергея Семенова, д. 9",,,,,
0848,"пр. Энергетиков, 11","пр. Энергетиков, 11",,,,,
0122,"ул. Победы, д. 83Б","ул. Победы, д. 83Б",,,,,
0123,"ул. Щорса, д. 43А","ул. Щорса, д. 43А",,,,,
0867,"пер. Коммунарский, зд. 53","пер. Коммунарский, зд. 53",,,,,
0085,"ул. Митрофанова, д. 1/1","ул. Митрофанова, д. 1/1",,,,,
2703,"ул. Гагарина, д. 75","ул. Гагарина, д. 75",,,,,
0110,"ул. Гагарина, д. 75","ул. Гагарина, д. 75",,,,,
0115,"ул. Объездная, д. 30","ул. Объездная, д. 30",,,,,
0765,"ул. Большая Московская, д. 69","ул. Большая Московская, д. 69",,,,,
0014,"ул. Великая, д. 22, лит. А","ул. Великая, д. 22, лит. А",,,,,
3525,"пр. Мира, д. 21А","пр. Мира, д. 21А",,,,,
0107,"ул. Псковская, д. 33","ул. Псковская, д. 33",,,,,
2531,"ул. Псковская, д. 33","ул. Псковская, д. 33",,,,,
3629,"г. Старая Русса, ул. Латышских Гвардейцев, д. 40, лит. А","г. Старая Русса, ул. Латышских Гвардейцев, д. 40, лит. А",,,,,
0323,"ш. Архонское, д. 1А, строение 1","ш. Архонское, д. 1А, строение 1",,,,,
0172,"ш. Московское, д. 2","ш. Московское, д. 2",,,,,
0136,"ул. Космонавтов, д. 30","ул. Космонавтов, д. 30",,,,,
2757,"ул. Космонавтов, д. 30","ул. Космонавтов, д. 30",,,,,
0211,"ул. Пролетарская, д. 8","ул. Пролетарская, д. 8",,,,,
0207,"пр. Университетский, д. 2","пр. Университетский, д. 2",,,,,
2751,"пр. Университетский, д. 105","пр. Университетский, д. 105",,,,,
0032,"пр. Университетский, д. 105","пр. Университетский, д. 105",,,,,
2754,"пр. Ленина, д. 313","пр. Ленина, д. 313",,,,,
0041,"пр. Ленина, д. 313","пр. Ленина, д. 313",,,,,
2668,"ш. Окружное, д. 35","ш. Окружное, д. 35",,,,,
0023,"ш. Окружное, д. 35","ш. Окружное, д. 35",,,,,
3185,"ул. Ворошилова, д.1а","ул. Ворошилова, д.1а",,,,,
0121,"ул. Домостроителей, д. 24","ул. Домостроителей, д. 24",,,,,
3180,"ул. Кривошеина, д. 13/1","ул. Кривошеина, д. 13/1",,,,,
0117,"пр. Московский, д. 129/1","пр. Московский, д. 129/1",,,,,
0320,"обл. Воронежская, п. Отрадное, ул. Осиновая, зд. 4","обл. Воронежская, п. Отрадное, ул. Осиновая, зд. 4",,,,,
3182,"с.п. Комсомольское, д. Князево, ул. Советская, д. 137а","с.п. Комсомольское, д. Князево, ул. Советская, д. 137а",,,,,
3175,"с. Ямное, ул. Ленина, д. 63","с. Ямное, ул. Ленина, д. 63",,,,,
3176,"с. Ямное, ул. Фельдмаршала Кутузова, д. 32, лит. а","с. Ямное, ул. Фельдмаршала Кутузова, д. 32, лит. а",,,,,
2742,"ул. Свирская, д. 45","ул. Свирская, д. 45",,,,,
0152,"г.  Димитровград, ул. Свирская, д. 45","г.  Димитровград, ул. Свирская, д. 45",,,,,
0229,"ул. 22 Партсъезда, д. 2","ул. 22 Партсъезда, д. 2",,,,,
2698,"ул. 22 Партсъезда, д. 2","ул. 22 Партсъезда, д. 2",,,,,
0227,"пр. Академика Сахарова, д. 107/1","пр. Академика Сахарова, д. 107/1",,,,,
2564,"пр. Академика Сахарова, д. 107/1","пр. Академика Сахарова, д. 107/1",,,,,
0228,"пр. Космонавтов, стр. 1В/1","пр. Космонавтов, стр. 1В/1",,,,,
2565,"пр. Космонавтов, стр. 1В/1","пр. Космонавтов, стр. 1В/1",,,,,
0904,"ул. Кузнечная, д. 79","ул. Кузнечная, д. 79",,,,,
0907,"ул. Московская, д. 200","ул. Московская, д. 200",,,,,
0203,"Сибирский тракт (дублёр), д. 19/1","Сибирский тракт (дублёр), д. 19/1",,,,,
2563,"Сибирский тракт (дублёр), д. 19/1","Сибирский тракт (дублёр), д. 19/1",,,,,
0906,"ул. Сыромолотова, д. 31","ул. Сыромолотова, д. 31",,,,,
0230,"ул. Таганская, д. 60, А","ул. Таганская, д. 60, А",,,,,
2697,"ул. Таганская, д. 60, лит. А","ул. Таганская, д. 60, лит. А",,,,,
0911,"г. Первоуральск, ул. Комсомольская, д. 15Б","г. Первоуральск, ул. Комсомольская, д. 15Б",,,,,
0913,"г. Первоуральск, ул. Космонавтов, д. 13","г. Первоуральск, ул. Космонавтов, д. 13",,,,,
2755,"п. Иноземцево, ул. Геологическая, д. 29","п. Иноземцево, ул. Геологическая, д. 29",,,,,
0044,"п. Иноземцево, ул. Геологическая, д. 29","п. Иноземцево, ул. Геологическая, д. 29",,,,,
0155,"ул. Карла Маркса, д. 3, лит. А","ул. Карла Маркса, д. 3, лит. А",,,,,
2816,"ул. Карла Маркса, д. 3, лит. А","ул. Карла Маркса, д. 3, лит. А",,,,,
2676,"ул. Лежневская, д. 164","ул. Лежневская, д. 164",,,,,
0171,"ул. Лежневская, д. 164","ул. Лежневская, д. 164",,,,,
0112,"пр. Строителей, д. 25","пр. Строителей, д. 25",,,,,
0165,"ул. Баранова, д. 87","ул. Баранова, д. 87",,,,,
0040,"ул. Камбарская, д. 110","ул. Камбарская, д. 110",,,,,
2734,"ул. Камбарская, д. 110","ул. Камбарская, д. 110",,,,,
0177,"ул. Кирова, д. 146","ул. Кирова, д. 146",,,,,
0126,"ул. Сергеева, д. 3/5","ул. Сергеева, д. 3/5",,,,,
0236,"ул. Франк-Каменецкого, стр. 13/1","ул. Франк-Каменецкого, стр. 13/1",,,,,
0219,"ул. Адоратского, д. 21А, кор. 2","ул. Адоратского, д. 21А, кор. 2",,,,,
2747,"ул. Адоратского, д. 21, кор. 2, лит. А","ул. Адоратского, д. 21, кор. 2, лит. А",,,,,
0238,"ул. Закиева, д. 10","ул. Закиева, д. 10",,,,,
0058,"ул. Комиссара Габишева, д. 32","ул. Комиссара Габишева, д. 32",,,,,
0220,"ул. Копылова, д. 1Б","ул. Копылова, д. 1Б",,,,,
2748,"ул. Копылова, д. 1, лит. Б","ул. Копылова, д. 1, лит. Б",,,,,
0307,"ул. Павлюхина, д. 91","ул. Павлюхина, д. 91",,,,,
0221,"ул. Рихарда Зорге, д. 11Б","ул. Рихарда Зорге, д. 11Б",,,,,
0644,"ул. 65 лет Победы, д. 27А","ул. 65 лет Победы, д. 27А",,,,,
0161,"ш. Грабцевское, д. 59","ш. Грабцевское, д. 59",,,,,
2814,"ш. Грабцевское, д. 59","ш. Грабцевское, д. 59",,,,,
3197,"р-н Жуковский, дер. Папино, д. 93","р-н Жуковский, дер. Папино, д. 93",,,,,
3119,"р-н Жуковский, д. Воробьи, ул. Московская, зд. 19","р-н Жуковский, д. Воробьи, ул. Московская, зд. 19",,,,,
3076,"дер. Кабицино, ул. Олимпийская, д. 2","дер. Кабицино, ул. Олимпийская, д. 2",,,,,
0610,"г. Малоярославец, ул. Парижской Коммуны, д. 51","г. Малоярославец, ул. Парижской Коммуны, д. 51",,,,,
2700,"ул. Суворова, д. 48","ул. Суворова, д. 48",,,,,
0176,"ул. Суворова, д. 48","ул. Суворова, д. 48",,,,,
0866,"ул. Автозаводская, д. 6","ул. Автозаводская, д. 6",,,,,
0139,"ул. Баумана, д. 20","ул. Баумана, д. 20",,,,,
2639,"ул. Баумана, д. 20","ул. Баумана, д. 20",,,,,
0178,"пр. Кузнецкий, стр. 33","пр. Кузнецкий, стр. 33",,,,,
2544,"пр. Кузнецкий, д. 33","пр. Кузнецкий, д. 33",,,,,
0851,"пр. Ленина, д. 59А","пр. Ленина, д. 59А",,,,,
0838,"пр. Ленина, д. 64","пр. Ленина, д. 64",,,,,
0840,"пр. Ленина, д. 116","пр. Ленина, д. 116",,,,,
0089,"пр. Ленинградский, д. 28B","пр. Ленинградский, д. 28B",,,,,
2539,"пр. Ленинградский, д. 28, лит. В","пр. Ленинградский, д. 28, лит. В",,,,,
0820,"бул. Строителей, д. 28","бул. Строителей, д. 28",,,,,
0244,"мкр. Давыдовский, д. 11","мкр. Давыдовский, д. 11",,,,,
0038,"ул. Восточный Обход, д. 19","ул. Восточный Обход, д. 19",,,,,
0179,"ул. Западный Обход, д. 29","ул. Западный Обход, д. 29",,,,,
2760,"ул. Западный Обход, д. 29","ул. Западный Обход, д. 29",,,,,
0039,"ул. Российская, д. 257","ул. Российская, д. 257",,,,,
2753,"ул. Российская, д. 257","ул. Российская, д. 257",,,,,
0087,"ул. 9 Мая, д. 62","ул. 9 Мая, д. 62",,,,,
2637,"ул. 9 Мая, д. 62","ул. 9 Мая, д. 62",,,,,
0140,"ул. Дмитрия Мартынова, д. 12","ул. Дмитрия Мартынова, д. 12",,,,,
0247,"ул. Мичурина, д. 77","ул. Мичурина, д. 77",,,,,
2546,"ул. Мичурина, д. 77","ул. Мичурина, д. 77",,,,,
0223,"ул. Свердловская, д. 73","ул. Свердловская, д. 73",,,,,
2545,"ул. Свердловская, д. 73","ул. Свердловская, д. 73",,,,,
0153,"ул. Ястынская, д. 19, лит. Д","ул. Ястынская, д. 19, лит. Д",,,,,
2543,"ул. Ястынская, д. 19, лит. Д","ул. Ястынская, д. 19, лит. Д",,,,,
0309,"ул. Коли Мяготина, д. 8","ул. Коли Мяготина, д. 8",,,,,
0028,"ул. Энгельса, д. 115, лит. Д","ул. Энгельса, д. 115, лит. Д",,,,,
0188,"ул. Катукова, д. 51","ул. Катукова, д. 51",,,,,
0148,"ул. М. И. Неделина, д. 4","ул. М. И. Неделина, д. 4",,,,,
0074,"ул. Вокзальная, д. 23","ул. Вокзальная, д. 23",,,,,
0192,"пр. Ленина, д. 119","пр. Ленина, д. 119",,,,,
0306,"ул. Степная, д. 190","ул. Степная, д. 190",,,,,
0050,"респ. Марий Эл, пгт. Медведево, ул. Логинова, д. 10","респ. Марий Эл, пгт. Медведево, ул. Логинова, д. 10",,,,,
0601,"ул. 1-я Останкинская, д. 55","ул. 1-я Останкинская, д. 55",,,,,
1361,"ул. 2-я Мелитопольская, д. 3A","ул. 2-я Мелитопольская, д. 3A",,,,,
0124,"ул. 7-я Кожуховская, д. 9","ул. 7-я Кожуховская, д. 9",,,,,
0516,"ул. 9-я Парковая, д. 68, корп. 5","ул. 9-я Парковая, д. 68, корп. 5",,,,,
1340,"ул.  Академика Капицы, д. 28","ул.  Академика Капицы, д. 28",,,,,
1307,"ул. Армавирская, д. 5","ул. Армавирская, д. 5",,,,,
1316,"ул. Бауманская, д. 32, стр. 2","ул. Бауманская, д. 32, стр. 2",,,,,
1333,"ул. Белозерская, д. 11Г","ул. Белозерская, д. 11Г",,,,,
0673,"ул. Беломорская, д. 16, А","ул. Беломорская, д. 16, А",,,,,
0291,"ул. Бибиревская, д. 10, к. 2","ул. Бибиревская, д. 10, к. 2",,,,,
1392,"ул.  Большая Академическая, д. 17","ул.  Большая Академическая, д. 17",,,,,
0302,"ул. Большая Черемушкинская, д. 1","ул. Большая Черемушкинская, д. 1",,,,,
1334,"ул. Борисовские пруды, д. 14, к. 5","ул. Борисовские пруды, д. 14, к. 5",,,,,
0029,"ул. Борисовские пруды, д. 26, к. 2","ул. Борисовские пруды, д. 26, к. 2",,,,,
0626,"пр. Будённого, д. 18, лит. Б","пр. Будённого, д. 18, лит. Б",,,,,
1456,"пр-д Валдайский , д. 8","пр-д Валдайский , д. 8",,,,,
3037,"б-р Веласкеса, д. 3, к. 1","б-р Веласкеса, д. 3, к. 1",,,,,
1397,"ул. Вешняковская, д. 13А","ул. Вешняковская, д. 13А",,,,,
1446,"ул. Винокурова, д. 4, к. 1","ул. Винокурова, д. 4, к. 1",,,,,
0160,"пр. Волгоградский, д. 177, стр. 1","пр. Волгоградский, д. 177, стр. 1",,,,,
0514,"пр. Волгоградский, д. 73, стр. 1","пр. Волгоградский, д. 73, стр. 1",,,,,
1338,"ул. Генерала Белова, д. 59","ул. Генерала Белова, д. 59",,,,,
1320,"ул. Генерала Тюленева, д. 4А, стр. 3","ул. Генерала Тюленева, д. 4А, стр. 3",,,,,
1445,"ул. Дегунинская, д. 13","ул. Дегунинская, д. 13",,,,,
0293,"ш. Дмитровское, д. 116, Д","ш. Дмитровское, д. 116, Д",,,,,
1404,"ш. Дмитровское, д. 101, к. 1","ш. Дмитровское, д. 101, к. 1",,,,,
1393,"ш. Дмитровское , д. 113, корп. 1","ш. Дмитровское , д. 113, корп. 1",,,,,
1377,"ул. Дудинка, д. 2, к. 1","ул. Дудинка, д. 2, к. 1",,,,,
0521,"ул. Живописная, д. 12, корп. 1","ул. Живописная, д. 12, корп. 1",,,,,
0520,"пр. Зеленый, д. 24, стр. 1","пр. Зеленый, д. 24, стр. 1",,,,,
0680,"ул. Зои и Александра Космодемьянских, д. 23","ул. Зои и Александра Космодемьянских, д. 23",,,,,
0606,"ул. Ивана Франко, д. 38, к. 1","ул. Ивана Франко, д. 38, к. 1",,,,,
0525,"б-р Измайловский, д. 60/10","б-р Измайловский, д. 60/10",,,,,
1378,"пр-д Измайловский , д. 3, стр. 2","пр-д Измайловский , д. 3, стр. 2",,,,,
1313,"ул. Изюмская, д. 36","ул. Изюмская, д. 36",,,,,
0517,"ул. Исаковского, д. 6, корп. 2","ул. Исаковского, д. 6, корп. 2",,,,,
1425,"пер. Колодезный, д. 3","пер. Колодезный, д. 3",,,,,
1466,"пл. Комсомольская, д. 2","пл. Комсомольская, д. 2",,,,,
1414,"пл. Комсомольская, д. 6","пл. Комсомольская, д. 6",,,,,
1413,"ул. Красная Пресня, д. 23, к. Б, стр. 1","ул. Красная Пресня, д. 23, к. Б, стр. 1",,,,,
1415,"ул. Краснобогатырская, д. 23","ул. Краснобогатырская, д. 23",,,,,
1384,"ул. Краснобогатырская, д. 13","ул. Краснобогатырская, д. 13",,,,,
1419,"ул. Красного маяка, д. 9","ул. Красного маяка, д. 9",,,,,
1314,"ул. Краснодарская, д. 57, к. 1","ул. Краснодарская, д. 57, к. 1",,,,,
1447,"пр. Ленинский, д. 74","пр. Ленинский, д. 74",,,,,
0182,"пр. Ленинский , 123, В","пр. Ленинский , 123, В",,,,,
1335,"пр. Маршала Жукова, д. 42, к. 1","пр. Маршала Жукова, д. 42, к. 1",,,,,
1381,"ул. Менжинского, д. 32","ул. Менжинского, д. 32",,,,,
1416,"ул. Митинская, д. 53","ул. Митинская, д. 53",,,,,
0524,"ул. Михалковская, д. 6","ул. Михалковская, д. 6",,,,,
0639,"ш. Можайское, д. 39","ш. Можайское, д. 39",,,,,
1451,"ул. Молостовых, д. 13, к. 1","ул. Молостовых, д. 13, к. 1",,,,,
1351,"ул. Народного ополчения, д. 29, стр. 1","ул. Народного ополчения, д. 29, стр. 1",,,,,
1462,"ул. Новочеремушкинская, д. 53А","ул. Новочеремушкинская, д. 53А",,,,,
1417,"б-р Новочеркасский, д. 41, к. 4","б-р Новочеркасский, д. 41, к. 4",,,,,
1342,"ул. Обручева, д. 55, лит. А","ул. Обручева, д. 55, лит. А",,,,,
1453,"наб. Овчинниковская , 22/24, стр. 1","наб. Овчинниковская , 22/24, стр. 1",,,,,
0296,"б-р Ореховый, д. 22А","б-р Ореховый, д. 22А",,,,,
3014,"ш. Остафьевское, д. 12, к.1","ш. Остафьевское, д. 12, к.1",,,,,
1374,"ул. Отрадная, д. 7","ул. Отрадная, д. 7",,,,,
1380,"ул. Павла Корчагина, д. 3А","ул. Павла Корчагина, д. 3А",,,,,
0527,"ул. Перовская, д. 32, стр. 1","ул. Перовская, д. 32, стр. 1",,,,,
1337,"ул. Подольских Курсантов, д. 10","ул. Подольских Курсантов, д. 10",,,,,
3090,"наб. Пресненская, д. 10, стр. 2","наб. Пресненская, д. 10, стр. 2",,,,,
1454,"ул.  Рогожский вал, д. 3","ул.  Рогожский вал, д. 3",,,,,
1343,"проезд Россошанский, д. 8, к. 1","проезд Россошанский, д. 8, к. 1",,,,,
1449,"пр. Рязанский, д. 75, к. 1","пр. Рязанский, д. 75, к. 1",,,,,
1464,"б-р Скандинавский, д. 1, стр. 4","б-р Скандинавский, д. 1, стр. 4",,,,,
0651,"пл. Сокольническая, д. 4, к. 1-2","пл. Сокольническая, д. 4, к. 1-2",,,,,
1375,"ул. Тайнинская, д. 20","ул. Тайнинская, д. 20",,,,,
0515,"ул. Талалихина, д. 3","ул. Талалихина, д. 3",,,,,
0605,"ул. Твардовского, д. 2, к. 1","ул. Твардовского, д. 2, к. 1",,,,,
1309,"б-р Тихорецкий , д. 12, корп. 1","б-р Тихорецкий , д. 12, корп. 1",,,,,
0607,"ул. Тушинская, д. 17","ул. Тушинская, д. 17",,,,,
1329,"ул. Уральская, д. 3","ул. Уральская, д. 3",,,,,
1424,"ул. Усачева, д. 35, стр. 1","ул. Усачева, д. 35, стр. 1",,,,,
0503,"б-р Филевский, д. 10","б-р Филевский, д. 10",,,,,
1363,"ул. Хабаровская, д. 12/23","ул. Хабаровская, д. 12/23",,,,,
1360,"ул. Харьковская, д. 2","ул. Харьковская, д. 2",,,,,
3046,"ш. Хорошевское, д. 38, стр. 5","ш. Хорошевское, д. 38, стр. 5",,,,,
1336,"ул. Хромова, д. 3","ул. Хромова, д. 3",,,,,
0656,"б-р Чонгарский, д. 7","б-р Чонгарский, д. 7",,,,,
0535,"ул. Чусовская, д. 13","ул. Чусовская, д. 13",,,,,
1331,"ул. Широкая, д. 12Б","ул. Широкая, д. 12Б",,,,,
0675,"ул. Юных Ленинцев, д. 52","ул. Юных Ленинцев, д. 52",,,,,
1362,"б-р Яна Райниса, д. 18, к. 1","б-р Яна Райниса, д. 18, к. 1",,,,,
0522,"б-р Яна Райниса, д. 41","б-р Яна Райниса, д. 41",,,,,
0304,"ш. Ярославское, д. 54","ш. Ярославское, д. 54",,,,,
1376,"пр-д Ясный, д. 13, стр. 2","пр-д Ясный, д. 13, стр. 2",,,,,
0643,"г. Апрелевка, ул. Августовская, д. 14","г. Апрелевка, ул. Августовская, д. 14",,,,,
3044,"г. Апрелевка, ул. Некрасова, д. 27, к. 1","г. Апрелевка, ул. Некрасова, д. 27, к. 1",,,,,
0513,"дер. Атепцево, ул. Совхозная, стр. 7 В","дер. Атепцево, ул. Совхозная, стр. 7 В",,,,,
3063,"г. Балашиха, д. Федурново, ул. Авиарембаза, д. 12","г. Балашиха, д. Федурново, ул. Авиарембаза, д. 12",,,,,
0529,"г. Балашиха, ул. Автозаводская, д. 7А","г. Балашиха, ул. Автозаводская, д. 7А",,,,,
1412,"г. Балашиха, ш. Балашихинское, д. 10","г. Балашиха, ш. Балашихинское, д. 10",,,,,
0616,"г. Балашиха, ул. Гагарина, д. 7/4","г. Балашиха, ул. Гагарина, д. 7/4",,,,,
0128,"г.  Балашиха, мкр-н  Саввино, ул. Пригородная, стр. 90","г.  Балашиха, мкр-н  Саввино, ул. Пригородная, стр. 90",,,,,
0027,"г.  Балашиха, ш. Энтузиастов, д. 80","г.  Балашиха, ш. Энтузиастов, д. 80",,,,,
0669,"г. Балашиха, ш. Энтузиастов, д. 11/4","г. Балашиха, ш. Энтузиастов, д. 11/4",,,,,
1330,"г. Балашиха, ш. Энтузиастов, д. 1Б","г. Балашиха, ш. Энтузиастов, д. 1Б",,,,,
0661,"г. Видное, ул. Березовая, д. 1А","г. Видное, ул. Березовая, д. 1А",,,,,
3039,"г. Видное, п. Расторгуево, ул. Булатниковская, уч. №2ю","г. Видное, п. Расторгуево, ул. Булатниковская, уч. №2ю",,,,,
2812,"г. Видное, ул. Старо-Нагорная, д. 20","г. Видное, ул. Старо-Нагорная, д. 20",,,,,
0201,"г.  Видное, ул. Старо-Нагорная, д. 20","г.  Видное, ул. Старо-Нагорная, д. 20",,,,,
2503,"п.  Воскресенское, пр-д Чечёрский, д. 51","п.  Воскресенское, пр-д Чечёрский, д. 51",,,,,
0183,"п.  Воскресенское, пр-д Чечёрский, д. 51","п.  Воскресенское, пр-д Чечёрский, д. 51",,,,,
0292,"дер. Говорово, МКАД 47-й км, владение 31, стр. 1","дер. Говорово, МКАД 47-й км, владение 31, стр. 1",,,,,
0169,"г. Дмитров, ул. Бирлово Поле, д. 1","г. Дмитров, ул. Бирлово Поле, д. 1",,,,,
2675,"г. Дмитров, ул. Бирлово Поле, д. 1","г. Дмитров, ул. Бирлово Поле, д. 1",,,,,
1409,"г. Дмитров, ул. Советская, д. 5","г. Дмитров, ул. Советская, д. 5",,,,,
3088,"г.о. Дмитровский, с. Семеновское, c. 113","г.о. Дмитровский, с. Семеновское, c. 113",,,,,
3033,"г.о. Дмитровский, д. Целеево, ул. имени В. И. Барздо, д. 20","г.о. Дмитровский, д. Целеево, ул. имени В. И. Барздо, д. 20",,,,,
0665,"г. Долгопрудный, пр. Лихачёвский, д. 64","г. Долгопрудный, пр. Лихачёвский, д. 64",,,,,
0648,"г. Долгопрудный, ул. Московская, д. 58, к. 2","г. Долгопрудный, ул. Московская, д. 58, к. 2",,,,,
0196,"г. Домодедово, ул. Кирова, стр. 28","г. Домодедово, ул. Кирова, стр. 28",,,,,
1357,"г. Домодедово, ул. Лунная, д. 17, к. 1-3","г. Домодедово, ул. Лунная, д. 17, к. 1-3",,,,,
0609,"г. Егорьевск, ул. Советская, д. 4","г. Егорьевск, ул. Советская, д. 4",,,,,
1395,"г. Зеленоград, ул. Гоголя, к. 1006, лит. А","г. Зеленоград, ул. Гоголя, к. 1006, лит. А",,,,,
